date,close,open,adj_close
2019-11-18,21477.4,21429.0,21460.5726
2019-11-19,21747.35,21600.0,21730.3111
2019-11-20,21489.8,21747.0,21472.9628
2019-11-21,21954.6,21550.0,21937.3987
2019-11-22,22753.2,21766.3,22735.373
2019-11-25,23261.3,22760.0,23243.0749
2019-11-26,22805.7,23349.8,22787.8318
2019-11-27,23021.65,22990.8,23003.6126
2019-11-28,23091.6,23165.5,23073.5078
2019-11-29,22881.4,23052.0,22863.4725
2019-12-02,21713.1,22715.0,21696.0879
2019-12-03,21372.75,21713.0,21356.0046
2019-12-04,21408.0,21325.75,21391.2269
2019-12-05,21417.05,21690.0,21400.2698
2019-12-06,20920.0,21500.0,20903.6093
2019-12-09,20997.15,21000.0,20980.6988
2019-12-10,21259.2,21128.0,21242.5435
2019-12-11,21541.8,21258.95,21524.9221
2019-12-12,21953.55,21581.7,21936.3495
2019-12-13,22034.75,22008.45,22017.4859
2019-12-16,21651.0,22172.45,21634.0365
2019-12-17,21704.95,21666.0,21687.9443
2019-12-18,21735.85,21750.0,21718.8201
2019-12-19,22427.15,21760.1,22409.5784
2019-12-20,22221.15,22351.0,22203.7398
2019-12-23,22176.15,22120.1,22158.7751
2019-12-24,21868.65,22199.6,21851.516
2019-12-26,22045.7,21990.0,22028.4273
2019-12-27,22222.35,22183.45,22204.9389
2019-12-30,22784.5,22270.05,22766.6485
2019-12-31,22515.25,22780.0,22497.6094
2020-01-01,22075.8,22515.25,22058.5037
2020-01-02,21600.85,22090.0,21583.9258
2020-01-03,21189.25,21650.0,21172.6483
2020-01-06,20860.45,21100.0,20844.1059
2020-01-07,20803.8,20950.0,20787.5003
2020-01-08,19892.2,20700.0,19876.6146
2020-01-09,20328.9,20238.0,20312.9724
2020-01-10,20432.75,20330.0,20416.741
2020-01-13,20280.0,20600.0,20264.1107
2020-01-14,20489.7,20270.0,20473.6464
2020-01-15,20624.8,20440.0,20608.6406
2020-01-16,21536.25,20699.0,21519.3765
2020-01-17,21292.2,21509.05,21275.5177
2020-01-20,21365.1,21380.0,21348.3605
2020-01-21,21056.55,21358.0,21040.0523
2020-01-22,21100.0,21160.0,21083.4683
2020-01-23,20915.75,21070.0,20899.3626
2020-01-24,20930.8,20980.0,20914.4008
2020-01-27,21095.2,20850.0,21078.672
2020-01-28,21086.65,21227.0,21070.1287
2020-01-29,20192.25,21236.0,20176.4295
2020-01-30,20340.3,20200.0,20324.3635
2020-01-31,20289.3,20450.0,20273.4034
2020-02-01,20059.25,20290.0,20043.5337
2020-02-03,19883.45,19547.3,19867.8714
2020-02-04,19512.65,20000.0,19497.3619
2020-02-05,19487.05,19712.0,19471.782
2020-02-06,20391.2,19625.0,20375.2236
2020-02-07,19736.3,20500.0,19720.8367
2020-02-10,19057.25,19855.0,19042.3187
2020-02-11,19009.25,19250.0,18994.3563
2020-02-12,19277.85,19000.0,19262.7459
2020-02-13,19355.3,19271.0,19340.1352
2020-02-14,18703.55,19270.0,18688.8959
2020-02-17,18535.9,18900.0,18521.3772
