date,close,open,adj_close
2019-11-18,355.3,357.25,350.5499
2019-11-19,357.25,356.25,352.4738
2019-11-20,355.35,358.0,350.5992
2019-11-21,356.85,356.9,352.0791
2019-11-22,357.8,355.2,353.0164
2019-11-25,358.35,356.2,353.5591
2019-11-26,350.35,358.5,345.666
2019-11-27,357.6,352.5,352.8191
2019-11-28,361.15,358.0,356.3217
2019-11-29,359.9,358.2,355.0883
2019-12-02,353.85,359.75,349.1192
2019-12-03,348.3,353.0,343.6434
2019-12-04,352.0,346.05,347.294
2019-12-05,348.0,351.0,343.3474
2019-12-06,341.1,348.5,336.5397
2019-12-09,340.75,341.9,336.1944
2019-12-10,339.75,339.95,335.2078
2019-12-11,333.35,340.0,328.8933
2019-12-12,331.1,335.0,326.6734
2019-12-13,334.1,331.9,329.6333
2019-12-16,329.65,335.0,325.2428
2019-12-17,329.55,330.9,325.1441
2019-12-18,338.8,331.2,334.2705
2019-12-19,334.6,339.0,330.1266
2019-12-20,337.5,334.8,332.9879
2019-12-23,336.6,338.0,332.0998
2019-12-24,333.6,337.5,329.1399
2019-12-26,339.25,334.9,334.7144
2019-12-27,340.8,340.0,336.2437
2019-12-30,342.65,340.8,338.0689
2019-12-31,341.6,341.65,337.033
2020-01-01,345.75,341.85,341.1275
2020-01-02,337.2,345.75,332.6919
2020-01-03,334.6,335.6,330.1266
2020-01-06,331.75,334.0,327.3147
2020-01-07,332.65,331.1,328.2026
2020-01-08,333.5,332.0,329.0413
2020-01-09,333.1,334.8,328.6467
2020-01-10,338.1,334.4,333.5798
2020-01-13,343.45,339.0,338.8583
2020-01-14,344.6,345.0,339.9929
2020-01-15,345.5,345.0,340.8809
2020-01-16,349.15,346.5,344.4821
2020-01-17,349.7,349.0,345.0247
2020-01-20,346.1,349.7,341.4729
2020-01-21,336.75,344.0,332.2479
2020-01-22,334.65,337.7,330.176
2020-01-23,333.3,334.7,328.844
2020-01-24,340.55,332.85,335.9971
2020-01-27,338.4,340.55,333.8758
2020-01-28,335.1,338.95,330.6199
2020-01-29,344.75,336.15,340.1409
2020-01-30,337.7,346.9,333.1852
2020-01-31,315.35,340.75,311.134
2020-02-01,304.65,316.0,300.577
2020-02-03,306.6,305.0,302.501
2020-02-04,307.25,309.0,303.1423
2020-02-05,311.6,309.1,307.4341
2020-02-06,305.95,311.0,305.0412
2020-02-07,311.7,306.3,310.7742
2020-02-10,308.65,313.6,307.7332
2020-02-11,304.9,309.0,303.9944
2020-02-12,305.6,305.6,304.6923
2020-02-13,303.4,306.2,302.4988
2020-02-14,302.2,304.4,301.3024
2020-02-17,296.6,303.0,295.719
2020-02-18,299.75,298.0,298.8597
2020-02-19,299.85,302.85,298.9594
2020-02-20,306.2,300.0,305.2905
2020-02-24,304.25,307.0,303.3463
2020-02-25,305.95,304.2,305.0412
2020-02-26,306.15,306.8,305.2406
2020-02-27,306.4,306.8,305.4899
2020-02-28,298.75,301.8,297.8626
2020-03-02,291.25,302.0,290.3849
2020-03-03,296.1,297.5,295.2205
2020-03-04,295.05,298.35,294.1736
2020-03-05,293.25,295.45,292.379
2020-03-06,282.55,290.0,281.7107
2020-03-09,266.05,281.9,265.2598
2020-03-11,269.75,266.05,268.9488
2020-03-12,259.85,260.0,259.0782
2020-03-13,260.65,245.85,259.8758
2020-03-16,252.5,250.0,252.5
2020-03-17,249.15,252.5,249.15
2020-03-18,248.85,253.5,248.85
2020-03-19,248.3,245.0,248.3
2020-03-20,255.9,250.55,255.9
2020-03-23,240.2,238.0,240.2
2020-03-24,249.3,243.0,249.3
2020-03-25,248.15,251.8,248.15
2020-03-26,266.85,251.8,266.85
2020-03-27,253.15,271.0,253.15
2020-03-30,258.7,251.0,258.7
2020-03-31,274.85,265.4,274.85
2020-04-01,265.5,277.05,265.5
2020-04-03,261.15,263.0,261.15
2020-04-07,283.85,272.8,283.85
2020-04-08,289.45,284.0,289.45
2020-04-09,296.6,296.95,296.6
2020-04-13,291.05,296.6,291.05
2020-04-15,303.15,292.0,303.15
2020-04-16,306.85,299.95,306.85
2020-04-17,300.15,314.0,300.15
2020-04-20,300.35,304.05,300.35
2020-04-21,296.05,300.0,296.05
2020-04-22,308.85,297.0,308.85
2020-04-23,301.7,309.0,301.7
2020-04-24,306.1,300.9,306.1
2020-04-27,297.15,303.9,297.15
2020-04-28,290.1,300.0,290.1
2020-04-29,289.65,291.0,289.65
2020-04-30,287.0,295.0,287.0
2020-05-04,284.35,280.95,284.35
2020-05-05,296.7,291.0,296.7
2020-05-06,303.1,298.9,303.1
2020-05-07,298.95,299.1,298.95
2020-05-08,300.25,302.9,300.25
2020-05-11,303.1,301.7,303.1
2020-05-12,299.25,299.0,299.25
2020-05-13,307.0,311.0,307.0
2020-05-14,318.25,305.9,318.25
2020-05-15,316.5,321.0,316.5
2020-05-18,306.2,320.0,306.2
2020-05-19,312.8,307.0,312.8
2020-05-20,316.9,313.65,316.9
2020-05-21,316.75,319.0,316.75
2020-05-22,316.75,314.0,316.75
2020-05-26,321.7,317.3,321.7
2020-05-27,323.25,322.7,323.25
2020-05-28,330.15,323.25,330.15
2020-05-29,343.8,317.0,343.8
2020-06-01,338.45,345.5,338.45
2020-06-02,330.85,338.45,330.85
2020-06-03,334.9,336.0,334.9
2020-06-04,333.15,334.5,333.15
2020-06-05,326.4,335.15,326.4
2020-06-08,332.0,328.5,332.0
2020-06-09,333.85,336.5,333.85
2020-06-10,335.8,332.15,335.8
2020-06-11,330.65,336.7,330.65
2020-06-12,332.8,320.0,332.8
2020-06-15,330.4,335.1,330.4
2020-06-16,330.2,329.05,330.2
2020-06-17,331.05,330.0,331.05
2020-06-18,332.05,332.35,332.05
2020-06-19,331.9,335.0,331.9
2020-06-22,330.55,331.6,330.55
2020-06-23,337.35,330.0,337.35
2020-06-24,338.75,341.05,338.75
2020-06-25,341.65,338.75,341.65
2020-06-26,344.4,345.0,344.4
2020-06-29,346.0,347.5,346.0
2020-06-30,351.9,347.05,351.9
2020-07-01,351.3,355.0,351.3
2020-07-02,357.65,353.2,357.65
2020-07-03,358.5,355.1,358.5
2020-07-06,352.1,354.4,352.1
2020-07-07,352.4,354.35,352.4
2020-07-08,349.4,354.2,349.4
2020-07-09,343.05,349.4,343.05
2020-07-10,343.6,344.3,343.6
2020-07-13,347.2,343.05,347.2
2020-07-14,348.65,347.0,348.65
2020-07-15,344.25,348.75,344.25
2020-07-16,347.05,345.65,347.05
2020-07-17,355.1,348.6,355.1
2020-07-20,352.55,355.0,352.55
2020-07-21,353.45,353.0,353.45
2020-07-22,350.9,354.85,350.9
2020-07-23,349.7,351.05,349.7
2020-07-24,357.1,352.0,357.1
2020-07-27,350.45,359.8,350.45
