date,close,open,adj_close
2019-10-14,673.6,679.1,673.6
2019-10-15,676.0,675.0,676.0
2019-10-16,671.7,678.0,671.7
2019-10-17,676.5,672.0,676.5
2019-10-18,691.7,677.7,691.7
2019-10-22,693.45,695.0,693.45
2019-10-23,707.7,693.15,707.7
2019-10-24,707.85,713.4,707.85
2019-10-25,699.3,711.4,699.3
2019-10-27,703.9,707.9,703.9
2019-10-29,719.75,704.0,719.75
2019-10-30,712.95,720.0,712.95
2019-10-31,708.5,715.85,708.5
2019-11-01,695.7,709.0,695.7
2019-11-04,687.25,696.0,687.25
2019-11-05,679.5,689.45,679.5
2019-11-06,673.1,678.0,673.1
2019-11-07,666.65,674.5,666.65
2019-11-08,693.65,665.9,693.65
2019-11-11,687.3,695.0,687.3
2019-11-13,702.0,688.0,702.0
2019-11-14,713.6,704.75,713.6
2019-11-15,713.55,716.0,713.55
2019-11-18,714.45,713.0,714.45
2019-11-19,713.25,712.25,713.25
2019-11-20,708.4,713.25,708.4
2019-11-21,703.5,708.0,703.5
2019-11-22,693.85,707.0,693.85
2019-11-25,702.15,694.9,702.15
2019-11-26,700.85,704.5,700.85
2019-11-27,701.4,701.95,701.4
2019-11-28,710.4,704.9,710.4
2019-11-29,700.6,707.55,700.6
2019-12-02,695.1,696.55,695.1
2019-12-03,689.5,695.0,689.5
2019-12-04,693.35,687.8,693.35
2019-12-05,696.45,696.0,696.45
2019-12-06,690.0,696.35,690.0
2019-12-09,679.85,688.0,679.85
2019-12-10,679.4,680.0,679.4
2019-12-11,680.3,682.5,680.3
2019-12-12,693.2,681.2,693.2
2019-12-13,679.55,695.0,679.55
2019-12-16,678.75,683.75,678.75
2019-12-17,669.05,681.8,669.05
2019-12-18,654.15,670.95,654.15
2019-12-19,655.95,656.0,655.95
2019-12-20,651.15,655.9,651.15
2019-12-23,654.0,651.1,654.0
2019-12-24,652.35,657.0,652.35
2019-12-26,651.2,653.0,651.2
2019-12-27,648.45,653.25,648.45
2019-12-30,659.5,648.0,659.5
2019-12-31,659.3,658.6,659.3
2020-01-01,653.3,659.3,653.3
2020-01-02,659.55,654.95,659.55
2020-01-03,663.7,657.95,663.7
2020-01-06,649.9,662.95,649.9
2020-01-07,654.5,651.1,654.5
2020-01-08,651.05,649.0,651.05
2020-01-09,684.3,655.3,684.3
2020-01-10,687.5,688.45,687.5
2020-01-13,693.45,687.5,693.45
2020-01-14,693.35,694.5,693.35
2020-01-15,695.3,692.3,695.3
2020-01-16,701.1,696.0,701.1
2020-01-17,705.1,700.0,705.1
2020-01-20,700.25,707.4,700.25
2020-01-21,702.5,697.0,702.5
2020-01-22,695.45,703.9,695.45
2020-01-23,713.3,695.05,713.3
2020-01-24,723.45,714.85,723.45
2020-01-27,710.6,725.0,710.6
2020-01-28,716.4,713.0,716.4
2020-01-29,707.75,716.35,707.75
2020-01-30,698.75,705.0,698.75
2020-01-31,694.2,703.0,694.2
2020-02-01,685.3,693.8,685.3
2020-02-03,690.1,685.0,690.1
2020-02-04,700.15,699.0,700.15
2020-02-05,694.35,699.0,694.35
2020-02-06,683.25,697.5,683.25
2020-02-07,701.45,684.0,701.45
2020-02-10,682.0,701.95,682.0
2020-02-11,683.25,686.4,683.25
2020-02-12,682.25,687.8,682.25
2020-02-13,685.6,681.4,685.6
2020-02-14,687.9,688.0,687.9
2020-02-17,694.85,689.7,694.85
2020-02-18,697.1,694.75,697.1
2020-02-19,733.15,702.1,733.15
2020-02-20,725.0,736.0,725.0
2020-02-24,717.65,721.3,717.65
2020-02-25,703.6,723.8,703.6
2020-02-26,691.7,700.0,691.7
2020-02-27,684.9,692.0,684.9
2020-02-28,678.75,674.8,678.75
2020-03-02,664.1,685.4,664.1
2020-03-03,690.85,677.0,690.85
2020-03-04,687.0,694.0,687.0
2020-03-05,689.6,691.4,689.6
2020-03-06,673.65,669.0,673.65
2020-03-09,646.1,655.75,646.1
2020-03-11,641.0,650.0,641.0
2020-03-12,621.4,620.0,621.4
2020-03-13,655.65,564.0,655.65
2020-03-16,602.6,635.0,602.6
2020-03-17,595.4,613.0,595.4
2020-03-18,576.1,600.0,576.1
2020-03-19,548.2,536.0,548.2
2020-03-20,564.8,555.0,564.8
2020-03-23,488.7,527.0,488.7
2020-03-24,478.35,498.25,478.35
2020-03-25,486.6,485.0,486.6
2020-03-26,504.5,489.6,504.5
2020-03-27,490.55,523.0,490.55
2020-03-30,465.1,471.0,465.1
2020-03-31,476.9,471.3,476.9
2020-04-01,471.25,472.55,471.25
2020-04-03,472.55,474.1,472.55
2020-04-07,484.55,484.3,484.55
2020-04-08,482.7,481.0,482.7
2020-04-09,508.9,487.0,508.9
2020-04-13,505.1,511.0,505.1
2020-04-15,515.9,508.0,515.9
2020-04-16,521.3,518.95,521.3
2020-04-17,523.6,531.0,523.6
2020-04-20,521.4,522.6,521.4
2020-04-21,499.15,515.0,499.15
2020-04-22,503.35,500.0,503.35
2020-04-23,508.2,507.0,508.2
2020-04-24,487.15,500.0,487.15
2020-04-27,490.8,490.2,490.8
2020-04-28,496.8,494.35,496.8
2020-04-29,491.4,497.0,491.4
2020-04-30,505.4,495.2,505.4
2020-05-04,465.95,496.0,465.95
2020-05-05,438.4,475.0,438.4
2020-05-06,457.95,442.8,457.95
2020-05-07,442.2,460.0,442.2
2020-05-08,456.4,455.0,456.4
2020-05-11,468.95,458.1,468.95
2020-05-12,460.2,467.45,460.2
2020-05-13,464.15,475.0,464.15
2020-05-14,457.0,458.9,457.0
2020-05-15,462.05,460.0,462.05
2020-05-18,441.55,463.5,441.55
2020-05-19,436.3,448.0,436.3
2020-05-20,454.4,437.5,454.4
2020-05-21,461.35,456.0,461.35
2020-05-22,450.3,461.75,450.3
2020-05-26,449.8,456.2,449.8
2020-05-27,464.55,452.9,464.55
2020-05-28,486.8,471.4,486.8
2020-05-29,480.15,485.9,480.15
2020-06-01,539.8,506.0,539.8
2020-06-02,557.7,546.0,557.7
2020-06-03,567.8,560.0,567.8
2020-06-04,565.95,569.05,565.95
2020-06-05,579.75,570.0,579.75
2020-06-08,560.6,582.05,560.6
2020-06-09,547.85,563.0,547.85
2020-06-10,553.45,550.0,553.45
2020-06-11,555.7,555.2,555.7
2020-06-12,553.65,540.0,553.65
2020-06-15,547.15,555.5,547.15
2020-06-16,549.6,557.0,549.6
2020-06-17,545.7,548.0,545.7
2020-06-18,543.95,544.0,543.95
2020-06-19,548.7,546.0,548.7
2020-06-22,552.15,552.0,552.15
2020-06-23,547.45,554.95,547.45
2020-06-24,537.95,551.9,537.95
2020-06-25,552.1,537.0,552.1
2020-06-26,545.4,554.0,545.4
2020-06-29,536.7,547.0,536.7
2020-06-30,546.45,539.1,546.45
2020-07-01,542.45,547.9,542.45
2020-07-02,562.15,545.0,562.15
2020-07-03,559.05,567.5,559.05
2020-07-06,566.5,563.0,566.5
2020-07-07,574.9,566.5,574.9
2020-07-08,562.6,576.0,562.6
2020-07-09,560.75,563.0,560.75
2020-07-10,562.6,555.0,562.6
2020-07-13,553.6,567.8,553.6
2020-07-14,547.85,550.5,547.85
2020-07-15,544.3,549.0,544.3
2020-07-16,550.1,545.0,550.1
2020-07-17,576.6,555.0,576.6
2020-07-20,597.45,581.85,597.45
2020-07-21,596.95,600.6,596.95
2020-07-22,595.6,600.0,595.6
2020-07-23,595.6,596.6,595.6
2020-07-24,593.6,594.5,593.6
2020-07-27,589.75,597.95,589.75
2020-07-28,580.85,586.65,580.85
2020-07-29,589.45,583.7,589.45
2020-07-30,595.25,591.25,595.25
2020-07-31,598.4,595.25,598.4
2020-08-03,595.7,596.0,595.7
2020-08-04,610.8,596.0,610.8
2020-08-05,605.15,610.75,605.15
2020-08-06,603.0,608.05,603.0
2020-08-07,593.9,600.0,593.9
2020-08-10,586.85,594.6,586.85
2020-08-11,608.0,588.6,608.0
2020-08-12,604.7,607.9,604.7
2020-08-13,618.55,608.0,618.55
2020-08-14,615.45,624.9,615.45
2020-08-17,629.1,624.8,629.1
2020-08-18,644.75,630.1,644.75
2020-08-19,649.55,644.75,649.55
2020-08-20,669.45,642.8,669.45
2020-08-21,659.3,673.0,659.3
2020-08-24,661.65,663.0,661.65
2020-08-25,654.95,666.95,654.95
2020-08-26,648.8,659.0,648.8
2020-08-27,662.9,653.9,662.9
2020-08-28,661.85,670.8,661.85
2020-08-31,634.75,665.3,634.75
2020-09-01,635.0,642.35,635.0
2020-09-02,642.5,630.0,642.5
2020-09-03,656.95,644.95,656.95
2020-09-04,645.75,655.0,645.75
2020-09-07,646.1,653.0,646.1
2020-09-08,637.75,639.85,637.75
2020-09-10,649.15,654.9,649.15
2020-09-11,656.45,645.0,656.45
2020-09-14,685.6,662.4,685.6
2020-09-15,679.35,692.45,679.35
2020-09-16,686.8,682.0,686.8
2020-09-17,693.65,687.0,693.65
2020-09-18,679.5,697.95,679.5
2020-09-21,670.5,678.7,670.5
2020-09-22,657.9,670.15,657.9
2020-09-23,666.4,661.0,666.4
2020-09-24,650.05,660.0,650.05
2020-09-25,670.0,652.05,670.0
2020-09-28,689.1,670.05,689.1
2020-09-29,683.6,696.85,683.6
2020-09-30,680.35,688.0,680.35
2020-10-01,678.15,688.0,678.15
2020-10-05,668.9,680.3,668.9
2020-10-06,672.15,672.25,672.15
2020-10-07,677.25,670.0,677.25
2020-10-08,692.3,684.0,692.3
2020-10-09,689.45,695.4,689.45
2020-10-12,677.6,690.5,677.6
