,symbol,name
0,HINDUNILVR.XNSE,HINDUSTAN UNILEVER
1,HINDZINC.XNSE,HINDUSTAN ZINC
2,WIPRO.XNSE,WIPRO
3,ZEEL.XNSE,ZEE ENTERTAIN ENT
