date,close,open,adj_close
2019-11-18,751.8,752.0,749.7805
2019-11-19,763.15,754.0,761.1
2019-11-20,771.4,764.9,769.3279
2019-11-21,765.15,775.0,763.0947
2019-11-22,754.2,765.0,752.1741
2019-11-25,763.55,754.2,761.499
2019-11-26,763.6,766.0,761.5488
2019-11-27,767.55,762.85,765.4882
2019-11-28,766.25,765.15,764.1917
2019-11-29,761.45,766.0,759.4046
2019-12-02,748.45,758.1,746.4395
2019-12-03,746.25,748.05,744.2454
2019-12-04,758.8,746.9,756.7617
2019-12-05,764.9,755.0,762.8453
2019-12-06,757.5,763.2,755.4652
2019-12-09,750.35,759.45,748.3344
2019-12-10,744.95,749.95,742.9489
2019-12-11,757.95,741.0,755.914
2019-12-12,756.45,761.0,754.418
2019-12-13,761.85,758.95,759.8035
2019-12-16,773.3,762.7,771.2228
2019-12-17,777.35,775.55,775.2619
2019-12-18,786.65,780.1,784.5369
2019-12-19,782.75,790.0,780.6474
2019-12-20,783.35,784.05,781.2458
2019-12-23,775.95,778.6,773.8657
2019-12-24,772.05,776.0,769.9761
2019-12-26,770.4,771.0,768.3306
2019-12-27,780.2,771.0,778.1042
2019-12-30,782.7,782.7,780.5975
2019-12-31,762.3,780.05,760.2523
2020-01-01,762.1,766.0,760.0529
2020-01-02,766.05,762.1,763.9922
2020-01-03,775.1,766.0,773.0179
2020-01-06,770.4,774.85,768.3306
2020-01-07,777.1,770.0,775.0126
2020-01-08,769.8,770.1,767.7322
2020-01-09,773.65,770.5,771.5718
2020-01-10,776.25,779.0,774.1648
2020-01-13,785.85,779.9,783.7391
2020-01-14,796.25,785.85,794.1111
2020-01-15,795.15,796.15,793.0141
2020-01-16,782.85,793.0,780.7471
2020-01-17,778.45,783.5,776.3589
2020-01-20,778.2,778.5,776.1096
2020-01-21,778.9,777.25,776.8077
2020-01-22,778.75,780.0,776.6581
2020-01-23,768.95,777.25,766.8845
2020-01-24,787.3,765.1,785.1852
2020-01-27,791.5,786.0,789.3739
2020-01-28,794.25,792.5,792.1165
2020-01-29,804.15,796.9,801.9899
2020-01-30,791.35,805.6,789.2243
2020-01-31,796.6,796.85,794.4602
2020-02-01,807.55,796.95,805.3808
2020-02-03,793.15,808.0,791.0195
2020-02-04,811.1,794.3,808.9212
2020-02-05,814.05,810.0,811.8633
2020-02-06,817.7,812.7,815.5035
2020-02-07,824.45,817.7,822.2354
2020-02-10,813.65,827.0,811.4644
2020-02-11,819.95,813.0,817.7475
2020-02-12,821.5,820.0,819.2933
2020-02-13,828.0,822.8,825.7758
2020-02-14,834.15,827.0,831.9093
2020-02-17,833.25,835.95,831.0117
2020-02-18,838.8,825.35,836.5468
2020-02-19,840.9,839.0,838.6412
2020-02-20,829.6,840.15,827.3715
2020-02-24,820.1,828.95,817.8971
2020-02-25,822.1,822.0,819.8917
2020-02-26,811.45,820.0,809.2703
2020-02-27,809.15,807.0,806.9765
2020-02-28,744.4,789.8,742.4004
2020-03-02,744.55,742.0,744.55
2020-03-03,752.3,750.0,752.3
2020-03-04,771.3,754.0,771.3
2020-03-05,756.1,769.95,756.1
2020-03-06,740.4,746.1,740.4
2020-03-09,704.8,715.0,704.8
2020-03-11,708.55,681.0,708.55
2020-03-12,649.85,676.0,649.85
2020-03-13,655.95,603.25,655.95
2020-03-16,603.4,634.8,603.4
2020-03-17,595.45,600.0,595.45
2020-03-18,579.65,600.0,579.65
2020-03-19,530.0,549.65,530.0
2020-03-20,576.35,525.1,576.35
2020-03-23,487.2,540.0,487.2
2020-03-24,503.5,487.0,503.5
2020-03-25,526.7,509.0,526.7
2020-03-26,515.2,539.35,515.2
2020-03-27,504.1,525.0,504.1
2020-03-30,526.8,494.0,526.8
2020-03-31,565.5,537.0,565.5
2020-04-01,511.2,560.0,511.2
2020-04-03,520.9,513.75,520.9
2020-04-07,549.85,536.5,549.85
2020-04-08,558.9,539.95,558.9
2020-04-09,545.25,570.0,545.25
2020-04-13,526.85,551.0,526.85
2020-04-15,538.65,528.0,538.65
2020-04-16,517.65,527.0,517.65
2020-04-17,509.85,529.1,509.85
2020-04-20,524.85,517.95,524.85
2020-04-21,512.95,511.0,512.95
2020-04-22,518.3,512.0,518.3
2020-04-23,523.7,519.0,523.7
2020-04-24,503.45,522.0,503.45
2020-04-27,511.7,511.7,511.7
2020-04-28,520.4,518.0,520.4
2020-04-29,528.7,525.95,528.7
2020-04-30,546.25,541.0,546.25
2020-05-04,502.45,515.0,502.45
2020-05-05,499.95,506.0,499.95
2020-05-06,506.85,503.75,506.85
2020-05-07,516.35,508.0,516.35
2020-05-08,536.2,526.9,536.2
2020-05-11,530.2,541.5,530.2
2020-05-12,533.25,525.0,533.25
2020-05-13,544.75,542.0,544.75
2020-05-14,515.7,532.4,515.7
2020-05-15,510.55,520.0,510.55
2020-05-18,504.05,511.5,504.05
2020-05-19,512.6,510.0,512.6
2020-05-20,519.2,515.0,519.2
2020-05-21,520.05,519.95,520.05
2020-05-22,529.65,517.1,529.65
2020-05-26,520.45,533.0,520.45
2020-05-27,523.75,521.65,523.75
2020-05-28,529.7,528.0,529.7
2020-05-29,530.45,529.9,530.45
2020-06-01,543.55,538.5,543.55
2020-06-02,547.5,543.6,547.5
2020-06-03,553.25,554.0,553.25
2020-06-04,582.1,557.0,582.1
2020-06-05,579.85,588.0,579.85
2020-06-08,590.0,585.8,590.0
2020-06-09,586.2,594.0,586.2
2020-06-10,590.5,591.5,590.5
2020-06-11,571.85,591.0,571.85
2020-06-12,554.7,550.0,554.7
2020-06-15,548.8,557.0,548.8
2020-06-16,533.3,556.95,533.3
2020-06-17,535.55,531.0,535.55
2020-06-18,535.9,535.05,535.9
2020-06-19,538.85,538.5,538.85
2020-06-22,548.5,541.9,548.5
2020-06-23,558.8,548.0,558.8
2020-06-24,560.95,558.8,560.95
2020-06-25,554.15,558.0,554.15
2020-06-26,560.85,555.5,560.85
2020-06-29,541.55,558.9,541.55
2020-06-30,543.4,547.0,543.4
2020-07-01,545.9,544.0,545.9
2020-07-02,560.85,549.9,560.85
2020-07-03,567.2,565.9,567.2
2020-07-06,581.55,574.95,581.55
2020-07-07,586.85,583.85,586.85
2020-07-08,583.45,589.95,583.45
2020-07-09,577.3,583.45,577.3
2020-07-10,569.0,572.0,569.0
2020-07-13,600.05,571.95,600.05
2020-07-14,598.3,594.95,598.3
2020-07-15,615.3,604.0,615.3
2020-07-16,599.4,627.0,599.4
2020-07-17,599.7,604.35,599.7
2020-07-20,622.85,603.85,622.85
2020-07-21,620.7,630.0,620.7
2020-07-22,617.95,618.0,617.95
2020-07-23,632.45,612.95,632.45
2020-07-24,652.6,632.5,652.6
2020-07-27,664.55,657.0,664.55
2020-07-28,684.35,670.0,684.35
2020-07-29,676.4,686.95,676.4
2020-07-30,674.75,680.0,674.75
2020-07-31,681.65,678.45,681.65
2020-08-03,673.6,685.95,673.6
2020-08-04,652.65,675.0,652.65
2020-08-05,648.55,655.0,648.55
2020-08-06,660.35,656.0,660.35
2020-08-07,662.45,657.75,662.45
2020-08-10,681.85,668.0,681.85
2020-08-11,674.8,690.1,674.8
2020-08-12,692.05,675.0,692.05
2020-08-13,697.05,695.9,697.05
2020-08-14,695.9,692.0,695.9
2020-08-17,721.05,704.8,721.05
2020-08-18,713.05,725.0,713.05
2020-08-19,726.7,715.0,726.7
2020-08-20,726.4,720.0,726.4
2020-08-21,732.6,731.0,732.6
2020-08-24,722.5,734.95,722.5
2020-08-25,738.6,727.0,738.6
2020-08-26,732.85,740.95,732.85
2020-08-27,735.6,735.0,735.6
2020-08-28,752.35,741.0,752.35
2020-08-31,741.0,759.7,741.0
2020-09-01,727.85,739.0,727.85
2020-09-02,735.2,730.15,735.2
2020-09-03,759.55,739.95,759.55
2020-09-04,748.2,747.0,748.2
2020-09-07,747.1,749.7,747.1
2020-09-08,752.25,748.5,752.25
2020-09-09,753.35,751.95,753.35
2020-09-10,750.0,756.65,750.0
2020-09-11,765.15,749.4,765.15
2020-09-14,790.75,770.15,790.75
2020-09-15,791.15,790.75,791.15
2020-09-16,792.0,792.0,792.0
2020-09-17,786.95,788.0,786.95
2020-09-18,804.65,793.0,804.65
2020-09-21,787.25,807.0,787.25
2020-09-22,800.45,793.0,800.45
2020-09-23,793.05,812.45,793.05
2020-09-24,751.85,787.95,751.85
2020-09-25,772.35,755.05,772.35
2020-09-28,779.4,779.35,779.4
2020-09-29,768.15,785.0,768.15
2020-09-30,791.75,773.0,791.75
2020-10-01,822.5,798.2,822.5
2020-10-05,841.25,822.55,841.25
2020-10-06,847.4,854.95,847.4
2020-10-07,846.35,847.0,846.35
2020-10-08,860.3,862.0,860.3
2020-10-09,854.15,860.5,854.15
2020-10-12,856.9,861.0,856.9
2020-10-13,868.2,856.9,868.2
2020-10-14,848.85,869.0,848.85
2020-10-15,812.4,853.0,812.4
2020-10-16,822.75,813.2,822.75
2020-10-19,824.15,828.0,824.15
2020-10-20,849.85,820.6,849.85
2020-10-21,845.9,851.1,845.9
2020-10-22,837.45,844.85,837.45
2020-10-23,848.25,840.0,848.25
2020-10-26,819.25,830.0,819.25
2020-10-27,828.65,826.4,813.1959
2020-10-28,804.3,830.0,789.3
2020-10-29,804.25,790.0,804.25
2020-10-30,813.3,806.7,813.3
2020-11-02,814.65,821.4,814.65
2020-11-03,808.1,821.0,808.1
2020-11-04,826.85,816.0,826.85
2020-11-05,840.7,836.0,840.7
2020-11-06,851.15,835.0,851.15
2020-11-09,872.75,859.0,872.75
2020-11-10,821.3,872.0,821.3
2020-11-11,837.5,820.0,837.5
2020-11-12,843.25,837.0,843.25
2020-11-13,838.85,838.0,838.85
2020-11-14,840.15,844.0,840.15
